Class ID	Class Name
0A002000	CScene2d
0A001000	CScene
0A004000	CSceneSector
0A00E000	CSceneSoundSource
0A00B000	CSceneLight
0A01E000	CSceneSoundManager
0A048000	CSceneMgrAnim
0A04A000	CSceneMgrParticle
0A10F000	CSceneMobilSolid
0A090000	CSceneSolidVisModelHandle
0A05F000	CSceneMgrSolidVis
0A047000	CSceneMgrVisChar
0A06E000	CPlugCharVisModelHandle
0A037000	CSceneMgrVehicleVis
0A06F000	CSceneVehicleVisModelHandle
0A033000	CSceneMgrFlock
0A00A000	CSceneCamera
0A003000	CScene3d
0A011000	CSceneMobil
0A064000	CSceneDecalsManager
0A085000	CSceneMover
0A005000	CSceneObject
0A049000	CSceneMgrVehiclePhy
0A046000	
0A040000	CSceneConfig
0A009000	CScenePoc
0A059000	CSceneObjectVisModelHandle
0A02D000	
0A04D000	
0A039000	
0A014000	CSceneObjectLink
0A06A000	CSceneFlockModel
0A086000	CSceneFxMgr
0A00D000	CSceneListener
0A068000	CSceneMobilTraffic
0A063000	CSceneTrafficPath
0A042000	CSceneMood
0A062000	CSceneTrafficGraph
0A008000	CScenePath
0A007000	CSceneLocation
0A006000	CSceneGate
0A00C000	CSceneController
0A02B000	
0A041000	CSceneConfigVision
0A031000	
0A030000	
0A010000	
0A015000	
0A03A000	CSceneFxNod
0A077000	CSceneFxDepthOfField
0A078000	CSceneFxMotionBlur
0A035000	CSceneFxSuperSample
0A060000	
0A029000	
0A072000	CSceneFx
0A076000	CSceneFxCompo
0A069000	
0A02E000	
0A01F000	CSceneVehicleCameraRace3Model
03005000	CGameApp
03006000	CGameMasterServer
0308C000	CGamePlayerProfile
030D2000	CGameCtnNetwork
03093000	CGameCtnReplayRecord
03030000	CGameDialogs
0300C000	CGameSystemOverlay
03009000	CGameMenu
0300F000	CGameNetwork
03027000	CGameAvatar
030EB000	CGameLoadProgress
0301D000	CGameCtnChapter
0301E000	CGameCtnCatalog
03004000	CGameProcess
03141000	CGameAnticheat
030F0000	CGameManialinkScriptHandler
03140000	CGamePlayerProfileChunk_PackagesInfos
03148000	CGamePlayerProfileChunk_ChallengesStats
03149000	CGamePlayerProfileChunk_ChallengesScores
0302C000	CGameRemoteBufferDataInfo
0302B000	CGameRemoteBufferPool
03049000	CGameLeagueManager
03043000	CGameCtnChallenge
03147000	CGamePlayerProfileChunk_GameStats
0312B000	CGamePlayerProfileChunk
0312C000	CGamePlayerProfileChunk_AccountSettings
03090000	CGameCtnCampaign
03044000	CGameCtnChallengeInfo
03130000	CGamePlayerProfileChunk_VehiclesSettings
0308F000	CGameCtnChallengeGroup
0308A000	CGamePlayerInfo
0308E000	CGameLeague
03153000	CGameBuddy
0312E000	CGamePlayerProfileChunk_InterfaceSettings
0312D000	CGamePlayerProfileChunk_GameSettings
0301B000	CGameCtnCollectorList
0300E000	CGameNetPlayerInfo
03132000	CGamePlayerProfileChunk_Campaign
0312F000	CGamePlayerProfileChunk_InputBindingsConfig
03146000	CGamePlayerProfileChunk_GameScores
03020000	CGameNetOnlineEvent
030BB000	CGameCtnNetServerInfo
0302A000	CGameRemoteBuffer
030E9000	CGameNetDataDownload
030D3000	CGameCtnApp
030CB000	CGameCtnNetForm
0300D000	CGamePlayground
03066000	CGameManialinkBrowser
030E2000	CGamePlaygroundInterface
030EC000	CGameNetFormBuddy
0300A000	CGameNetFormPlaygroundSync
03089000	CGameManiaNetResource
030D1000	CGameCtnMasterServer
030C9000	CGameCtnMenus
0313D000	CGameManialinkDownloader
0302E000	CGameNetServerInfo
03092000	CGameCtnGhost
0303F000	CGameGhost
03079000	CGameCtnMediaClip
03078000	CGameCtnMediaTrack
03057000	CGameCtnBlock
03058000	CGameCtnBlockUnit
0311D000	CGameCtnZoneGenealogy
03101000	CGameCtnAnchoredObject
0315B000	CGameCtnBlockInfoVariant
0304E000	CGameCtnBlockInfo
03036000	CGameCtnBlockUnitInfo
0315C000	CGameCtnBlockInfoVariantGround
03033000	CGameCtnCollection
03053000	CGameCtnBlockInfoClip
0307A000	CGameCtnMediaClipGroup
03037000	CGameFid
03105000	CGameManialinkPage
0308D000	CGameScriptDebugger
